Frequency,AGE,MonthlyIncome
Half Yearly,49.0,25000.0
Half Yearly,39.0,20833.33
Half Yearly,44.0,18750.0
Half Yearly,57.0,31666.67
Half Yearly,55.0,25000.0
Half Yearly,50.0,25000.0
Half Yearly,56.0,33333.33
Half Yearly,56.0,16666.67
Half Yearly,40.0,45833.33
Half Yearly,56.0,58333.33
Half Yearly,64.0,50000.0
Half Yearly,76.0,58333.33
Half Yearly,48.0,50000.0
Half Yearly,54.0,58333.33
Half Yearly,36.0,25000.0
Half Yearly,39.0,16666.67
Half Yearly,74.0,50000.0
Half Yearly,52.0,25000.0
Half Yearly,47.0,45833.33
Half Yearly,46.0,30000.0
Half Yearly,43.0,33333.33
Half Yearly,58.0,37500.0
Half Yearly,75.0,37500.0
Half Yearly,47.0,33333.33
Half Yearly,43.0,30000.0
Half Yearly,63.0,29166.67
Half Yearly,49.0,50000.0
Half Yearly,55.0,33333.33
Half Yearly,66.0,35000.0
Half Yearly,42.0,29166.67
Half Yearly,40.0,25000.0
Half Yearly,32.0,58333.33
Half Yearly,65.0,44166.67
Half Yearly,75.0,25000.0
Half Yearly,54.0,50000.0
Half Yearly,51.0,35833.33
Half Yearly,51.0,41666.67
Half Yearly,66.0,29166.67
Half Yearly,48.0,31666.67
Half Yearly,43.0,29166.67
Monthly,48.0,91666.67
Quatrly,56.0,41666.67
Half Yearly,59.0,30000.0
Half Yearly,37.0,32304.17
Half Yearly,46.0,25000.0
Half Yearly,52.0,23333.33
Half Yearly,58.0,37500.0
Half Yearly,51.0,125000.0
Half Yearly,71.0,25000.0
Half Yearly,59.0,25000.0
Half Yearly,77.0,35833.33
Half Yearly,68.0,48333.33
Half Yearly,74.0,41666.67
Half Yearly,77.0,33333.33
Half Yearly,54.0,29166.67
Half Yearly,55.0,37500.0
Half Yearly,56.0,50000.0
Half Yearly,69.0,25000.0
Half Yearly,51.0,30833.33
Quatrly,51.0,33333.33
Half Yearly,47.0,25833.33
Half Yearly,33.0,25833.33
Half Yearly,39.0,27500.0
Half Yearly,45.0,33333.33
Half Yearly,37.0,22500.0
Half Yearly,36.0,33333.33
Quatrly,67.0,45833.33
Half Yearly,41.0,47500.0
Half Yearly,69.0,39583.33
Half Yearly,55.0,52750.0
Half Yearly,34.0,25000.0
Half Yearly,36.0,50000.0
Half Yearly,42.0,39166.67
Half Yearly,57.0,29166.67
Half Yearly,61.0,44166.67
Half Yearly,46.0,37500.0
Half Yearly,46.0,50000.0
Half Yearly,49.0,44166.67
Half Yearly,59.0,58333.33
Half Yearly,60.0,31666.67
Half Yearly,72.0,33333.33
Half Yearly,59.0,33333.33
Half Yearly,58.0,45833.33
Half Yearly,65.0,41666.67
Half Yearly,59.0,22500.0
Half Yearly,50.0,23333.33
Half Yearly,49.0,25000.0
Half Yearly,33.0,33333.33
Half Yearly,53.0,22500.0
Half Yearly,47.0,28637.5
Half Yearly,47.0,26666.67
Half Yearly,29.0,41666.67
Half Yearly,55.0,41666.67
Half Yearly,58.0,37500.0
Half Yearly,58.0,27500.0
Half Yearly,42.0,33333.33
Half Yearly,54.0,33333.33
Half Yearly,64.0,33333.33
Half Yearly,45.0,33333.33
Half Yearly,48.0,29166.67
Half Yearly,41.0,41666.67
Half Yearly,48.0,29166.67
Half Yearly,47.0,37500.0
Half Yearly,28.0,41666.67
Half Yearly,58.0,45833.33
Half Yearly,55.0,37500.0
Half Yearly,37.0,50000.0
Half Yearly,64.0,22916.67
Half Yearly,54.0,22500.0
Half Yearly,50.0,35833.33
Half Yearly,57.0,25000.0
Half Yearly,46.0,33333.33
Half Yearly,51.0,27500.0
Half Yearly,48.0,41666.67
Half Yearly,44.0,50000.0
Half Yearly,47.0,45000.0
Half Yearly,21.0,25000.0
Half Yearly,49.0,25000.0
Half Yearly,25.0,25000.0
Half Yearly,68.0,41666.67
Half Yearly,58.0,41666.67
Half Yearly,39.0,40000.0
Half Yearly,41.0,83333.33
Half Yearly,59.0,18333.33
Half Yearly,37.0,26666.67
Half Yearly,61.0,28333.33
Half Yearly,56.0,33333.33
Half Yearly,39.0,27500.0
Half Yearly,38.0,6666.67
Half Yearly,43.0,41666.67
Half Yearly,41.0,16666.67
Half Yearly,70.0,41666.67
Half Yearly,51.0,58333.33
Half Yearly,32.0,29166.67
Half Yearly,54.0,29166.67
Half Yearly,63.0,28333.33
Half Yearly,59.0,291666.67
Half Yearly,52.0,41666.67
Monthly,48.0,41666.67
Half Yearly,40.0,29166.67
Half Yearly,37.0,25000.0
Half Yearly,42.0,32500.0
Half Yearly,38.0,50000.0
Half Yearly,53.0,41666.67
Half Yearly,66.0,31666.67
Half Yearly,58.0,31666.67
Half Yearly,52.0,31666.67
Half Yearly,32.0,40000.0
Half Yearly,58.0,41666.67
Half Yearly,52.0,26666.67
Half Yearly,55.0,15000.0
Half Yearly,56.0,29166.67
Half Yearly,41.0,37500.0
Half Yearly,38.0,31666.67
Half Yearly,59.0,34166.67
Half Yearly,35.0,25833.33
Half Yearly,57.0,33333.33
Half Yearly,64.0,25000.0
Half Yearly,46.0,123500.0
Half Yearly,45.0,45833.33
Half Yearly,61.0,58333.33
Half Yearly,43.0,30000.0
Half Yearly,55.0,25000.0
Half Yearly,52.0,25000.0
Half Yearly,53.0,33333.33
Half Yearly,57.0,41666.67
Half Yearly,54.0,58333.33
Half Yearly,65.0,30833.33
Half Yearly,32.0,25000.0
Half Yearly,69.0,150000.0
Half Yearly,49.0,33333.33
Half Yearly,37.0,37500.0
Half Yearly,55.0,70200.0
Half Yearly,65.0,25000.0
Half Yearly,59.0,25000.0
Half Yearly,41.0,37500.0
Half Yearly,50.0,41666.67
Half Yearly,59.0,29166.67
Half Yearly,65.0,25000.0
Half Yearly,63.0,41666.67
Half Yearly,58.0,50000.0
Half Yearly,46.0,33333.33
Half Yearly,59.0,33333.33
Half Yearly,38.0,41666.67
Half Yearly,76.0,42500.0
Half Yearly,62.0,39166.67
Half Yearly,57.0,33333.33
Half Yearly,55.0,37500.0
Half Yearly,46.0,25000.0
Half Yearly,67.0,44166.67
Half Yearly,47.0,37500.0
Half Yearly,35.0,33333.33
Half Yearly,53.0,37500.0
Half Yearly,54.0,20833.33
Half Yearly,55.0,41666.67
Half Yearly,41.0,41666.67
Half Yearly,58.0,41666.67
Half Yearly,60.0,25833.33
Half Yearly,65.0,41666.67
Half Yearly,45.0,41666.67
Half Yearly,59.0,33333.33
Half Yearly,64.0,58333.33
Half Yearly,48.0,41666.67
Half Yearly,53.0,37500.0
Half Yearly,67.0,37500.0
Half Yearly,43.0,33333.33
Half Yearly,53.0,29166.67
Half Yearly,50.0,41666.67
Half Yearly,51.0,41666.67
Half Yearly,34.0,41666.67
Half Yearly,45.0,30000.0
Half Yearly,62.0,20833.33
Half Yearly,40.0,41666.67
Quatrly,65.0,37500.0
Monthly,40.0,29166.67
Half Yearly,48.0,41666.67
Half Yearly,56.0,41666.67
Monthly,58.0,20833.33
Half Yearly,79.0,29166.67
Half Yearly,50.0,35000.0
Half Yearly,56.0,50000.0
Half Yearly,40.0,33333.33
Half Yearly,46.0,29166.67
Half Yearly,51.0,41666.67
Half Yearly,54.0,41666.67
Half Yearly,41.0,41666.67
Half Yearly,38.0,33333.33
Half Yearly,51.0,33333.33
Half Yearly,56.0,29166.67
Half Yearly,47.0,37500.0
Half Yearly,60.0,29166.67
Half Yearly,61.0,30000.0
Half Yearly,57.0,35000.0
Half Yearly,38.0,54166.67
Half Yearly,52.0,58333.33
Half Yearly,49.0,49166.67
Half Yearly,57.0,32500.0
Half Yearly,77.0,33333.33
Half Yearly,63.0,37500.0
Monthly,28.0,66666.67
Half Yearly,56.0,27916.67
Half Yearly,58.0,33333.33
Half Yearly,68.0,29166.67
Half Yearly,47.0,31250.0
Half Yearly,39.0,32500.0
Half Yearly,60.0,29166.67
Half Yearly,56.0,26250.0
Half Yearly,50.0,37500.0
Half Yearly,29.0,416666.67
Half Yearly,53.0,33333.33
Half Yearly,48.0,33333.33
Half Yearly,58.0,39166.67
Half Yearly,48.0,50000.0
Half Yearly,71.0,33333.33
Half Yearly,49.0,54500.0
Half Yearly,60.0,21666.67
Half Yearly,42.0,25000.0
Half Yearly,68.0,37500.0
Half Yearly,53.0,30833.33
Half Yearly,47.0,30833.33
Half Yearly,59.0,30833.33
Half Yearly,39.0,30333.33
Half Yearly,59.0,29916.67
Monthly,47.0,29500.0
Half Yearly,54.0,29500.0
Half Yearly,38.0,34166.67
Quatrly,53.0,30833.33
Half Yearly,56.0,30000.0
Quatrly,64.0,30000.0
Half Yearly,46.0,30000.0
Quatrly,81.0,29000.0
Half Yearly,70.0,65000.0
Half Yearly,36.0,33333.33
Monthly,41.0,50000.0
Monthly,49.0,33333.33
Monthly,53.0,35833.33
Monthly,49.0,33333.33
Monthly,24.0,12250.0
Monthly,34.0,35000.0
Monthly,54.0,46666.67
Quatrly,41.0,33333.33
Monthly,48.0,25000.0
Half Yearly,34.0,33333.33
Monthly,29.0,40000.0
Monthly,50.0,25000.0
Monthly,54.0,60000.0
Quatrly,61.0,66666.67
Monthly,58.0,29166.67
Monthly,52.0,41666.67
Half Yearly,64.0,50000.0
Monthly,47.0,50000.0
Monthly,48.0,58333.33
Half Yearly,54.0,37500.0
Monthly,51.0,35416.67
Monthly,38.0,54166.67
Monthly,52.0,79166.67
Monthly,59.0,25000.0
Monthly,45.0,45833.33
Monthly,49.0,41666.67
Monthly,64.0,58333.33
Monthly,59.0,66666.67
Monthly,39.0,41666.67
Monthly,50.0,66666.67
Monthly,60.0,33333.33
Half Yearly,60.0,33333.33
Half Yearly,31.0,41666.67
Half Yearly,40.0,41666.67
Monthly,39.0,33333.33
Half Yearly,67.0,33333.33
Half Yearly,55.0,37500.0
Half Yearly,50.0,50000.0
Quatrly,59.0,29166.67
Half Yearly,56.0,31250.0
Monthly,37.0,100000.0
Half Yearly,54.0,166666.67
Half Yearly,46.0,41666.67
Quatrly,41.0,58333.33
Quatrly,25.0,33333.33
Monthly,45.0,50000.0
Monthly,64.0,41666.67
Monthly,37.0,50000.0
Monthly,86.0,50000.0
Monthly,60.0,33333.33
Monthly,41.0,41666.67
Monthly,47.0,50000.0
Monthly,49.0,33333.33
Monthly,54.0,33333.33
Monthly,65.0,41666.67
Monthly,54.0,41666.67
Monthly,31.0,42500.0
Monthly,25.0,54166.67
Monthly,46.0,75000.0
Monthly,55.0,58333.33
Monthly,46.0,58333.33
Monthly,36.0,66666.67
Monthly,84.0,45833.33
Monthly,37.0,37500.0
Half Yearly,46.0,50000.0
Monthly,55.0,66666.67
Monthly,42.0,75000.0
Monthly,38.0,45833.33
Monthly,47.0,41666.67
Monthly,29.0,45833.33
Monthly,30.0,37500.0
Half Yearly,63.0,56250.0
Monthly,49.0,41666.67
Monthly,53.0,150000.0
Monthly,58.0,100000.0
Monthly,39.0,54166.67
Monthly,49.0,75000.0
Monthly,31.0,31875.0
Monthly,48.0,41666.67
Monthly,30.0,24166.67
Half Yearly,52.0,45833.33
Monthly,41.0,83333.33
Monthly,33.0,37500.0
Monthly,31.0,66666.67
Monthly,40.0,91666.67
Monthly,46.0,150000.0
Monthly,41.0,52500.0
Monthly,37.0,37500.0
Monthly,65.0,137500.0
Monthly,50.0,49166.67
Monthly,41.0,133333.33
Monthly,42.0,59166.67
Monthly,48.0,90416.67
Monthly,36.0,41666.67
Half Yearly,51.0,96666.67
Monthly,63.0,75000.0
Monthly,46.0,62500.0
Monthly,43.0,62500.0
Half Yearly,47.0,50000.0
Monthly,46.0,82916.67
Monthly,53.0,70000.0
Monthly,,
Monthly,43.0,78333.33
Monthly,27.0,73750.0
Monthly,57.0,76666.67
Monthly,45.0,33333.33
Monthly,60.0,277083.33
Monthly,54.0,18166.67
Monthly,48.0,133333.33
Monthly,37.0,166666.67
Monthly,29.0,92916.67
Monthly,45.0,100000.0
Quatrly,55.0,83333.33
Monthly,43.0,700000.0
Monthly,44.0,108333.33
Monthly,27.0,58333.33
Monthly,44.0,14466.67
Monthly,26.0,83333.33
Monthly,31.0,391666.67
Monthly,29.0,258333.33
Quatrly,34.0,91666.67
Monthly,31.0,87733.33
Half Yearly,52.0,165833.33
Monthly,38.0,17500.0
Monthly,46.0,39000.0
Quatrly,35.0,13750.0
Half Yearly,52.0,66666.67
Quatrly,43.0,15000.0
Half Yearly,27.0,40000.0
Half Yearly,45.0,71666.67
Half Yearly,64.0,57500.0
Monthly,53.0,73333.33
Monthly,41.0,47916.67
Half Yearly,43.0,90000.0
Half Yearly,61.0,69166.67
Half Yearly,75.0,51666.67
Monthly,46.0,120000.0
Half Yearly,61.0,97500.0
Half Yearly,20.0,105833.33
Monthly,32.0,110833.33
Half Yearly,43.0,26250.0
Monthly,42.0,66666.67
Monthly,34.0,103333.33
Monthly,73.0,100000.0
Half Yearly,32.0,73333.33
Half Yearly,25.0,150000.0
Half Yearly,39.0,100000.0
Monthly,55.0,18591.67
Monthly,59.0,75000.0
Half Yearly,34.0,81250.0
Half Yearly,49.0,97333.33
Half Yearly,40.0,12666.67
Half Yearly,45.0,114000.0
Half Yearly,20.0,142500.0
Half Yearly,38.0,60000.0
Half Yearly,41.0,81000.0
Half Yearly,45.0,20166.67
Monthly,54.0,150000.0
Half Yearly,61.0,74666.67
Half Yearly,39.0,96000.0
Half Yearly,37.0,48500.0
Monthly,47.0,150000.0
Quatrly,32.0,100000.0
Half Yearly,46.0,91666.67
Half Yearly,58.0,100000.0
Half Yearly,49.0,50000.0
Half Yearly,28.0,142083.33
Monthly,52.0,30000.0
Half Yearly,46.0,82500.0
Quatrly,68.0,95000.0
Half Yearly,63.0,130666.67
Monthly,49.0,138333.33
Half Yearly,48.0,150333.33
Half Yearly,35.0,135000.0
Half Yearly,60.0,99333.33
Half Yearly,43.0,61333.33
Monthly,53.0,99666.67
Monthly,57.0,171166.67
Half Yearly,43.0,79166.67
Half Yearly,40.0,100000.0
Monthly,61.0,39500.0
Monthly,26.0,103333.33
Half Yearly,35.0,50000.0
Half Yearly,54.0,164166.67
Half Yearly,77.0,66416.67
Half Yearly,44.0,55000.0
Half Yearly,49.0,50000.0
Half Yearly,34.0,47916.67
Quatrly,22.0,50000.0
Half Yearly,29.0,49333.33
Half Yearly,28.0,58333.33
Half Yearly,54.0,47916.67
Monthly,40.0,37500.0
Half Yearly,35.0,183333.33
Half Yearly,43.0,50000.0
Half Yearly,42.0,50000.0
Monthly,58.0,50000.0
Half Yearly,45.0,38333.33
Half Yearly,55.0,75000.0
Half Yearly,46.0,25000.0
Half Yearly,67.0,25000.0
Half Yearly,47.0,51666.67
Half Yearly,43.0,75416.67
Half Yearly,43.0,46666.67
Half Yearly,24.0,99166.67
Half Yearly,47.0,48333.33
Half Yearly,55.0,32000.0
Half Yearly,45.0,34166.67
Half Yearly,36.0,31666.67
Half Yearly,41.0,39166.67
Half Yearly,32.0,44166.67
Half Yearly,37.0,64583.33
Half Yearly,53.0,41666.67
Half Yearly,44.0,44166.67
Half Yearly,38.0,76666.67
Half Yearly,72.0,89166.67
Half Yearly,46.0,60000.0
Quatrly,42.0,33333.33
Half Yearly,72.0,65000.0
Half Yearly,33.0,100000.0
Half Yearly,69.0,81250.0
Half Yearly,29.0,61500.0
Half Yearly,30.0,75000.0
Half Yearly,60.0,112500.0
Half Yearly,72.0,80000.0
Half Yearly,58.0,85000.0
Half Yearly,38.0,76875.0
Monthly,45.0,37500.0
Half Yearly,65.0,39166.67
Half Yearly,53.0,56666.67
Half Yearly,43.0,116666.67
Half Yearly,39.0,34083.33
Half Yearly,66.0,98750.0
Quatrly,24.0,29166.67
Quatrly,52.0,41666.67
Half Yearly,56.0,87500.0
Half Yearly,50.0,56666.67
Half Yearly,38.0,70833.33
Half Yearly,25.0,108333.33
Half Yearly,36.0,50916.67
Half Yearly,67.0,50000.0
Half Yearly,42.0,75000.0
Half Yearly,37.0,58333.33
Quatrly,47.0,50000.0
Half Yearly,49.0,70833.33
Half Yearly,44.0,33333.33
Half Yearly,55.0,55833.33
Half Yearly,20.0,37500.0
Half Yearly,52.0,50000.0
Half Yearly,51.0,79166.67
Half Yearly,53.0,83333.33
Half Yearly,55.0,40000.0
Half Yearly,46.0,75000.0
Half Yearly,60.0,83333.33
Half Yearly,49.0,254166.67
Half Yearly,37.0,150000.0
Half Yearly,41.0,25000.0
Half Yearly,43.0,66666.67
Half Yearly,49.0,33333.33
Half Yearly,57.0,83333.33
Half Yearly,53.0,66666.67
Half Yearly,48.0,58333.33
Half Yearly,51.0,83333.33
Half Yearly,48.0,40833.33
Half Yearly,44.0,75000.0
Half Yearly,49.0,81666.67
Half Yearly,41.0,33333.33
Half Yearly,42.0,65833.33
Half Yearly,40.0,58333.33
Quatrly,53.0,15000.0
Half Yearly,21.0,58333.33
Half Yearly,61.0,53333.33
Half Yearly,57.0,19166.67
Half Yearly,40.0,95833.33
Half Yearly,68.0,50000.0
Half Yearly,30.0,53333.33
Half Yearly,34.0,37500.0
Half Yearly,32.0,47500.0
Half Yearly,47.0,41666.67
Half Yearly,41.0,30833.33
Half Yearly,31.0,37500.0
Half Yearly,43.0,48333.33
Quatrly,52.0,19583.33
Half Yearly,40.0,44166.67
Half Yearly,51.0,29166.67
Half Yearly,39.0,37500.0
Half Yearly,50.0,33333.33
Half Yearly,55.0,20833.33
Half Yearly,39.0,33333.33
Half Yearly,38.0,33333.33
Half Yearly,58.0,37500.0
Half Yearly,52.0,25500.0
Half Yearly,57.0,37500.0
Half Yearly,60.0,29166.67
Half Yearly,55.0,37500.0
Monthly,43.0,50000.0
Monthly,31.0,43333.33
Half Yearly,31.0,25833.33
Half Yearly,33.0,10833.33
Half Yearly,40.0,41508.33
Half Yearly,64.0,14625.0
Half Yearly,40.0,5000.0
Half Yearly,36.0,17291.67
Half Yearly,23.0,27633.33
Half Yearly,32.0,26691.67
Half Yearly,51.0,10000.0
Half Yearly,26.0,31666.67
Half Yearly,39.0,10000.0
Half Yearly,46.0,37000.0
Half Yearly,22.0,10833.33
Half Yearly,33.0,21666.67
Half Yearly,51.0,33333.33
Half Yearly,23.0,48333.33
Half Yearly,48.0,7333.33
Half Yearly,26.0,26666.67
Half Yearly,45.0,26666.67
Half Yearly,35.0,15000.0
Half Yearly,55.0,12000.0
Quatrly,56.0,33333.33
Half Yearly,26.0,54166.67
Quatrly,44.0,65833.33
Half Yearly,44.0,24500.0
Half Yearly,42.0,24583.33
Quatrly,54.0,29833.33
Half Yearly,49.0,42500.0
Half Yearly,38.0,29166.67
Half Yearly,44.0,50833.33
Half Yearly,44.0,23750.0
Half Yearly,33.0,24166.67
Half Yearly,25.0,39166.67
Half Yearly,38.0,30625.0
Half Yearly,33.0,36666.67
Half Yearly,27.0,17658.33
Quatrly,31.0,19166.67
Half Yearly,40.0,31666.67
Half Yearly,61.0,18333.33
Half Yearly,50.0,32916.67
Half Yearly,28.0,49166.67
Half Yearly,35.0,15416.67
Half Yearly,54.0,50916.67
Quatrly,63.0,85566.67
Half Yearly,23.0,40000.0
Half Yearly,26.0,31250.0
Half Yearly,32.0,36666.67
Half Yearly,23.0,48333.33
Half Yearly,43.0,13750.0
Half Yearly,49.0,50416.67
Monthly,24.0,11000.0
Monthly,54.0,31666.67
Monthly,45.0,18083.33
Monthly,43.0,37750.0
Monthly,45.0,69166.67
Monthly,38.0,29833.33
Monthly,32.0,14250.0
Monthly,34.0,38000.0
Monthly,60.0,37500.0
Monthly,60.0,44000.0
Monthly,31.0,8333.33
Half Yearly,44.0,39166.67
Monthly,52.0,25000.0
Monthly,30.0,150000.0
Monthly,47.0,63000.0
Monthly,49.0,13166.67
Monthly,49.0,26645.83
Monthly,35.0,33333.33
Monthly,21.0,48333.33
Monthly,29.0,0.08
Monthly,54.0,25666.67
Half Yearly,43.0,19333.33
Monthly,39.0,20833.33
Half Yearly,29.0,18416.67
Quatrly,56.0,28833.33
Monthly,54.0,32333.33
Monthly,25.0,0.08
Monthly,29.0,40958.33
Quatrly,56.0,24166.67
Half Yearly,38.0,14333.33
Monthly,49.0,31333.33
Monthly,22.0,41333.33
Monthly,25.0,9166.67
Monthly,33.0,41166.67
Monthly,44.0,64166.67
Monthly,26.0,55833.33
Monthly,37.0,34583.33
Monthly,30.0,36458.33
Monthly,36.0,50416.67
Monthly,26.0,9666.67
Monthly,30.0,31166.67
Monthly,39.0,10333.33
Monthly,39.0,21666.67
Monthly,58.0,11500.0
Monthly,31.0,28250.0
Monthly,28.0,39166.67
Monthly,41.0,16156.33
Half Yearly,34.0,40000.0
Monthly,31.0,9166.67
Monthly,52.0,58250.0
Monthly,51.0,54666.67
Monthly,54.0,39166.67
Monthly,51.0,8333.33
Monthly,25.0,28500.0
Monthly,55.0,25166.67
Monthly,37.0,42916.67
Monthly,50.0,23250.0
Monthly,32.0,70833.33
Monthly,36.0,23500.0
Monthly,34.0,35833.33
Monthly,45.0,39166.67
Monthly,58.0,57500.0
Monthly,41.0,82083.33
Monthly,53.0,43750.0
Monthly,38.0,55416.67
Monthly,42.0,10416.67
Monthly,44.0,72500.0
Monthly,42.0,33333.33
Monthly,39.0,37500.0
Monthly,48.0,467166.67
Monthly,34.0,17083.33
Monthly,40.0,26250.0
Monthly,23.0,14083.33
Half Yearly,24.0,27333.33
Monthly,27.0,5833.33
Monthly,56.0,28333.33
Monthly,40.0,35333.33
Quatrly,41.0,37500.0
Monthly,45.0,20333.33
Monthly,29.0,42416.67
Monthly,23.0,0.08
Monthly,46.0,55333.33
Monthly,25.0,16666.67
Monthly,24.0,15000.0
Monthly,37.0,48333.33
Monthly,31.0,0.08
Monthly,56.0,18400.0
Monthly,41.0,56666.67
Monthly,45.0,29166.67
Monthly,44.0,36666.67
Monthly,37.0,54416.67
Monthly,29.0,18666.67
Monthly,24.0,0.08
Monthly,29.0,30750.0
Monthly,38.0,45291.67
Monthly,61.0,17000.0
Monthly,50.0,28333.33
Monthly,51.0,27083.33
Monthly,37.0,21666.67
Monthly,35.0,55000.0
Monthly,55.0,41666.67
Monthly,31.0,22708.33
Monthly,33.0,65000.0
Monthly,40.0,29583.33
Monthly,30.0,26666.67
Monthly,40.0,23750.0
Monthly,55.0,48333.33
Monthly,26.0,57500.0
Monthly,22.0,29583.33
Monthly,32.0,14166.67
Monthly,26.0,4791.67
Monthly,26.0,20833.33
Monthly,55.0,23750.0
Monthly,27.0,15416.67
Monthly,20.0,33333.33
Monthly,34.0,27500.0
Monthly,50.0,30833.33
Monthly,35.0,32916.67
Monthly,57.0,25000.0
Monthly,40.0,30833.33
Monthly,29.0,46250.0
Monthly,35.0,28166.67
Monthly,45.0,21666.67
Monthly,42.0,23333.33
Monthly,29.0,46666.67
Monthly,37.0,29166.67
Monthly,56.0,25000.0
Monthly,36.0,29958.33
Monthly,28.0,6666.67
Monthly,27.0,35416.67
Monthly,20.0,29583.33
Monthly,24.0,13458.33
Monthly,55.0,43750.0
Monthly,51.0,40416.67
Monthly,26.0,27083.33
Monthly,40.0,24583.33
Monthly,44.0,28500.0
Monthly,47.0,6000.0
Monthly,55.0,5666.67
Monthly,55.0,25000.0
Monthly,54.0,42291.67
Monthly,56.0,52250.0
Monthly,33.0,34750.0
Monthly,47.0,23541.67
Monthly,44.0,25625.0
Monthly,38.0,18500.0
Monthly,37.0,17708.33
Monthly,55.0,25833.33
Monthly,55.0,22916.67
Monthly,55.0,37500.0
Quatrly,40.0,28750.0
Monthly,55.0,36250.0
Monthly,22.0,30833.33
Monthly,32.0,5625.0
Monthly,50.0,25416.67
Monthly,53.0,19750.0
Monthly,54.0,20416.67
Monthly,55.0,27916.67
Monthly,26.0,30000.0
Monthly,55.0,23500.0
Monthly,28.0,20833.33
Monthly,50.0,13791.67
Quatrly,52.0,26666.67
Monthly,32.0,6708.33
Monthly,46.0,28125.0
Monthly,45.0,38125.0
Monthly,50.0,22083.33
Monthly,53.0,21250.0
Monthly,52.0,37916.67
Monthly,40.0,22958.33
Monthly,28.0,16250.0
Monthly,40.0,28500.0
Monthly,32.0,29583.33
Monthly,34.0,33333.33
Monthly,50.0,23333.33
Monthly,50.0,30833.33
Monthly,34.0,41666.67
Monthly,25.0,1666.67
Monthly,38.0,0.08
Monthly,40.0,43166.67
Monthly,45.0,27291.67
Monthly,50.0,19583.33
Monthly,23.0,20333.33
Monthly,34.0,10541.67
Monthly,28.0,9791.67
Monthly,52.0,47500.0
Monthly,28.0,18125.0
Monthly,41.0,18083.33
Monthly,28.0,20250.0
Monthly,44.0,14375.0
Monthly,45.0,49583.33
Monthly,42.0,18333.33
Monthly,41.0,47500.0
Monthly,45.0,16666.67
Monthly,44.0,28750.0
Monthly,45.0,44166.67
Monthly,25.0,46666.67
Monthly,32.0,21250.0
Monthly,56.0,15750.0
Monthly,56.0,32500.0
Monthly,49.0,30833.33
Monthly,45.0,17291.67
Monthly,31.0,18750.0
Monthly,37.0,17666.67
Monthly,57.0,28125.0
Monthly,36.0,39500.0
Monthly,43.0,26000.0
Monthly,37.0,37416.67
Monthly,43.0,11488.0
Monthly,41.0,27333.33
Quatrly,39.0,12500.0
Monthly,33.0,33291.67
Monthly,50.0,25416.67
Monthly,49.0,27333.33
Monthly,29.0,10541.67
Monthly,30.0,42750.0
Monthly,46.0,27000.0
Monthly,23.0,3750.0
Monthly,26.0,0.08
Monthly,29.0,17250.0
Monthly,50.0,41291.67
Half Yearly,54.0,35833.33
Monthly,34.0,15000.0
Monthly,37.0,19500.0
Monthly,29.0,25208.33
Monthly,55.0,47500.0
Half Yearly,47.0,59166.67
Monthly,58.0,21666.67
Monthly,30.0,23750.0
Monthly,43.0,37083.33
Monthly,29.0,36083.33
Monthly,24.0,0.08
Monthly,40.0,34583.33
Monthly,53.0,24250.0
Monthly,43.0,51750.0
Monthly,30.0,17333.33
Monthly,25.0,10333.33
Quatrly,21.0,16666.67
Monthly,56.0,25916.67
Monthly,29.0,20000.0
Monthly,26.0,26166.67
Monthly,45.0,40000.0
Monthly,43.0,23083.33
Monthly,52.0,65833.33
Monthly,25.0,28333.33
Monthly,35.0,3166.67
Monthly,26.0,30000.0
Monthly,25.0,20583.33
Monthly,27.0,43750.0
Monthly,19.0,31833.33
Monthly,52.0,36416.67
Monthly,30.0,29250.0
Monthly,48.0,20666.67
Monthly,61.0,23833.33
Monthly,57.0,29583.33
Monthly,21.0,0.08
Monthly,55.0,31666.67
Monthly,52.0,29583.33
Monthly,40.0,22083.33
Monthly,56.0,23750.0
Monthly,47.0,25416.67
Monthly,27.0,29166.67
Monthly,59.0,29166.67
Monthly,44.0,18750.0
Monthly,31.0,27916.67
Monthly,56.0,35416.67
Monthly,38.0,37916.67
Monthly,38.0,29541.67
Monthly,58.0,20000.0
Monthly,57.0,25000.0
Monthly,29.0,31250.0
Monthly,32.0,4000.0
Monthly,26.0,31666.67
Monthly,49.0,41666.67
Monthly,39.0,25000.0
Quatrly,25.0,41666.67
Monthly,58.0,37500.0
Monthly,45.0,75833.33
Monthly,38.0,10833.33
Monthly,54.0,22083.33
Monthly,32.0,27500.0
Monthly,24.0,12500.0
Monthly,45.0,12500.0
Monthly,37.0,29166.67
Monthly,54.0,29166.67
Monthly,19.0,21583.33
Monthly,48.0,31666.67
Monthly,42.0,39416.67
Monthly,45.0,47500.0
Monthly,51.0,23750.0
Monthly,28.0,23000.0
Monthly,58.0,36590.67
Monthly,59.0,39750.0
Monthly,49.0,49333.33
Monthly,47.0,45833.33
Monthly,32.0,22083.33
Monthly,55.0,42500.0
Monthly,54.0,45833.33
Monthly,52.0,29166.67
Monthly,63.0,53333.33
Monthly,57.0,10625.0
Monthly,24.0,44166.67
Monthly,31.0,30000.0
Monthly,29.0,33333.33
Monthly,54.0,26666.67
Monthly,30.0,17666.67
Monthly,58.0,22083.33
Monthly,50.0,31250.0
Monthly,35.0,29166.67
Monthly,56.0,35833.33
